Source,Target,Type
1129728192258936833,12,Undirected
1127473783881621506,11,Undirected
1127348497387102208,10,Undirected
1129600497910857728,12,Undirected
1128399105758117888,13,Undirected
1129149263722582016,12,Undirected
1129171672110706688,12,Undirected
1129924978315411457,10,Undirected
1130250871164424192,12,Undirected
1127042306375180289,11,Undirected
1129731372455813123,12,Undirected
1129734284749754368,12,Undirected
1129332002887327747,10,Undirected
1129695539883270144,10,Undirected
1127915146645344256,10,Undirected
1127504934251798528,10,Undirected
1128260791004614657,11,Undirected
1129718017447751680,12,Undirected
1127388655704657921,11,Undirected
1129566551277883393,14,Undirected
1128819450914885633,10,Undirected
1128253623148769281,11,Undirected
1127394538102841344,12,Undirected
1129742773698084864,10,Undirected
1129895387110633473,10,Undirected
1127461957697597442,10,Undirected
1128205926773723136,11,Undirected
1128868914375479296,12,Undirected
1128813105310343168,12,Undirected
1128586949743132672,10,Undirected
1128847137922375680,11,Undirected
1129589907146457088,12,Undirected
1127032243140960258,10,Undirected
1129734460583415809,12,Undirected
1129882967227035648,11,Undirected
1128843902222364672,14,Undirected
1129364098934640641,10,Undirected
1127391094998568960,12,Undirected
1129570462063661056,14,Undirected
1127833174250156033,12,Undirected
1129176713127006210,10,Undirected
1129689544452763650,11,Undirected
1127372710449782785,11,Undirected
1129571152026832903,11,Undirected
1129556620181065729,10,Undirected
1128884756597227520,12,Undirected
1128092883616010240,12,Undirected
1129930650440437761,11,Undirected
1127896780614488064,12,Undirected
1129703508884709383,12,Undirected
1129713195042533376,12,Undirected
1129181640402513920,14,Undirected
1129752081701773313,10,Undirected
1127359458483396608,14,Undirected
1130017508780462081,10,Undirected
1129664386878955521,12,Undirected
1129253448577212417,10,Undirected
1127522309491908608,12,Undirected
1127001498041442309,13,Undirected
1129557000067543046,10,Undirected
1129715055992246273,12,Undirected
1130037745668243456,10,Undirected
1128815872653455360,12,Undirected
1130049407829782535,11,Undirected
1126985758236000256,11,Undirected
1128784509640437760,10,Undirected
1129515215056326659,12,Undirected
1129685454633050113,12,Undirected
1128227556446969858,10,Undirected
1129866028513542144,10,Undirected
1128114688049369089,14,Undirected
1129686812765540352,10,Undirected
1129003272180850689,11,Undirected
1130239886831652864,10,Undirected
1129537230630866945,10,Undirected
1127338151284965378,12,Undirected
1130079369039208453,12,Undirected
1129692851665743872,11,Undirected
1127347098880372736,11,Undirected
1129771972735447041,12,Undirected
1129711967055142913,12,Undirected
1128976126854852608,12,Undirected
1129617386028404736,12,Undirected
1129898419894464512,13,Undirected
1126991671810351105,12,Undirected
1129320200325586944,10,Undirected
1129574380546117633,14,Undirected
1127389652909006848,13,Undirected
1127398354504175616,10,Undirected
1129553771913043969,12,Undirected
1129757178573787139,14,Undirected
1129670273764958208,12,Undirected
1128985301769117697,14,Undirected
1127121022270861312,12,Undirected
1129143396419768320,12,Undirected
1127037392567693312,10,Undirected
1130231140508348416,14,Undirected
1128549070480596992,11,Undirected
1129366938038067200,11,Undirected
1128077840623099904,13,Undirected
1130414734761574402,10,Undirected
1129526958272868352,12,Undirected
1129561302400036866,11,Undirected
1128095958418345984,10,Undirected
1127851482840162304,10,Undirected
1127393820440576001,11,Undirected
1129684945897644033,11,Undirected
1129761301700517894,10,Undirected
1128780848625381376,12,Undirected
1129677653152108544,12,Undirected
1129750298531127299,14,Undirected
1129905340928016385,12,Undirected
1127901707785007104,10,Undirected
1128554412081680384,10,Undirected
1128778967572291585,12,Undirected
1128040630326743040,12,Undirected
1129650635517747200,12,Undirected
1128764709505626113,13,Undirected
1129566740562599941,13,Undirected
1130302501675077633,11,Undirected
1128231508332859393,11,Undirected
1128574280957136896,12,Undirected
1129347962004430849,13,Undirected
1128259587474317312,10,Undirected
1128223877006422016,11,Undirected
1127371406235164672,10,Undirected
1129728125217247233,12,Undirected
1129201867609608202,10,Undirected
1127350182163566597,10,Undirected
1129283998935441408,12,Undirected
1129859097392631808,12,Undirected
1127341924346548224,10,Undirected
1129136060829540352,12,Undirected
1129657786990641152,14,Undirected
1128770478674333697,10,Undirected
1129225664609935360,10,Undirected
1129918480000569345,13,Undirected
1127106763226894336,10,Undirected
1127119074201223168,12,Undirected
1129240287744708609,14,Undirected
1129727765316591622,12,Undirected
1129368942428876801,14,Undirected
1129705385269420032,10,Undirected
1129587342866391040,12,Undirected
1129323980106584064,14,Undirected
1129751988395216899,13,Undirected
1127432750699384834,12,Undirected
1128049450604097537,10,Undirected
1129332166712647681,10,Undirected
1127741073231568896,11,Undirected
1128187101013405696,11,Undirected
1130085476210073606,10,Undirected
1129548497261252608,11,Undirected
1129280728150102017,10,Undirected
1127203041612984320,13,Undirected
1129462357246193664,12,Undirected
1127382322209144832,12,Undirected
1129726982911078400,12,Undirected
1129763842731499520,11,Undirected
1129575762808385536,11,Undirected
1129604790160224257,10,Undirected
1128222625673633792,14,Undirected
1128879508155535360,12,Undirected
1127727348797693953,14,Undirected
1127503414806507520,12,Undirected
1129680211635687429,10,Undirected
1128999637329645568,10,Undirected
1129748584004505604,12,Undirected
1128171183969406976,13,Undirected
1129711409078476801,12,Undirected
1130295108115369984,11,Undirected
1129950480631705600,10,Undirected
1129905147369254912,13,Undirected
1129690994843107328,12,Undirected
1129707693063544833,10,Undirected
1128445268129603584,10,Undirected
1128074190731587584,11,Undirected
1127411818727522304,12,Undirected
1129769697199775746,13,Undirected
1129558600928468992,14,Undirected
1127440285628129281,10,Undirected
1129925060792209409,13,Undirected
1128621477631221761,14,Undirected
1128435864634384384,11,Undirected
1129744431937130498,12,Undirected
1129733133111373825,12,Undirected
1128256988033339393,13,Undirected
1129646164955914240,10,Undirected
1128985515200356355,10,Undirected
1130430698483986432,10,Undirected
1128081361607118848,11,Undirected
1129709164731592704,12,Undirected
1129189766472146944,12,Undirected
1127878667487588355,12,Undirected
1129161613653684224,12,Undirected
1129707178544193536,12,Undirected
1128178576300228608,11,Undirected
1129682595845877762,14,Undirected
1128910677853138945,11,Undirected
1127827787404926976,14,Undirected
1129527881858555906,12,Undirected
1129558496687509504,12,Undirected
1127814352487079937,11,Undirected
1128538204091453440,12,Undirected
1128486777885302785,13,Undirected
1128989226635153408,10,Undirected
1129493767440879616,10,Undirected
1128129880741146624,14,Undirected
1129716013321166848,11,Undirected
1129738420098670597,10,Undirected
1128760572139323393,11,Undirected
1127421579854356480,11,Undirected
1129669347889229824,10,Undirected
1130014180931596288,12,Undirected
1130404598638755840,11,Undirected
1127372812182638592,12,Undirected
1129698671082131456,11,Undirected
1129707644921344001,10,Undirected
1129516865053532160,12,Undirected
1128276849102974976,10,Undirected
1127720872884690944,12,Undirected
1129938558234570752,11,Undirected
1129166462222921729,12,Undirected
1129209535627874309,13,Undirected
1129568958842003457,12,Undirected
1129657237591379969,12,Undirected
1127725463005159424,10,Undirected
1129579004720078849,14,Undirected
1129688096163782656,12,Undirected
1130262430225879040,14,Undirected
1127510951240929280,11,Undirected
1129714746989481984,14,Undirected
