Source,Target,Type
1129601206492340224,14,Undirected
1127534597686812672,11,Undirected
1129898516053143552,12,Undirected
1129798599121018881,10,Undirected
1128946245811105792,12,Undirected
1127489782672527360,10,Undirected
1129764868675002368,10,Undirected
1129732120883204096,11,Undirected
1128438091780280320,10,Undirected
1130044012897812480,11,Undirected
1127328774968659968,12,Undirected
1129308695320379392,12,Undirected
1130046757172199425,13,Undirected
1129933829798391808,12,Undirected
1128860812301352960,11,Undirected
1129719424741650432,13,Undirected
1128407074239422464,12,Undirected
1128874044252491776,10,Undirected
1128070091923283968,12,Undirected
1128481561718845440,12,Undirected
1129521406444576768,13,Undirected
1129935731508441088,10,Undirected
1127344325183004672,12,Undirected
1129134814034948096,12,Undirected
1129534439837405184,14,Undirected
1128117729095966722,12,Undirected
1128110573030215680,12,Undirected
1128085039441252352,10,Undirected
1130428568352116736,10,Undirected
1128514353949433856,10,Undirected
1127388956511727616,12,Undirected
1128126138767724544,12,Undirected
1130228139144036352,10,Undirected
1128480777384091648,12,Undirected
1128571508060614658,11,Undirected
1129907179866091520,11,Undirected
1127437305575165953,10,Undirected
1126978758639071232,11,Undirected
1129578093365014528,10,Undirected
1129592460064067585,12,Undirected
1129508638211551234,11,Undirected
1130321005178548232,11,Undirected
1127391781027368960,10,Undirected
1128877338836447232,11,Undirected
1129628469829152770,11,Undirected
1127358974989201408,12,Undirected
1129604719893106688,10,Undirected
1128422601640906753,10,Undirected
1127709363882225666,10,Undirected
1130252176041943041,11,Undirected
1129687665329098752,11,Undirected
1127463723440807936,11,Undirected
1129156742926016512,10,Undirected
1128602410732015616,10,Undirected
1127004186321645568,12,Undirected
1129020953415962625,10,Undirected
1129859932545642496,10,Undirected
1127359154039877633,14,Undirected
1128297364630822912,12,Undirected
1129714816006836224,12,Undirected
1129742019126075393,12,Undirected
1129904280083681280,11,Undirected
1128494253431070721,12,Undirected
1128221231742836736,14,Undirected
1129996147135619072,10,Undirected
1129731391107862530,13,Undirected
1129718551445590017,12,Undirected
1128480627597152256,12,Undirected
1127757175265173504,12,Undirected
1129642782518210562,12,Undirected
1128816826291372032,12,Undirected
1129142246010286080,12,Undirected
1128207991138734080,12,Undirected
1129753675302342656,14,Undirected
1129131501444976640,13,Undirected
1129758477755265027,13,Undirected
1127701347120246787,12,Undirected
1129678433208811521,10,Undirected
1129181889611255808,12,Undirected
1127022234118131712,12,Undirected
1127396983964983296,10,Undirected
1127902491423547392,11,Undirected
1127786561351766016,12,Undirected
1129759418797703170,13,Undirected
1127340440905179136,13,Undirected
1126984167747571712,12,Undirected
1129743788518367234,12,Undirected
1130320758180179968,12,Undirected
1129501256777551872,12,Undirected
1128500050366042112,10,Undirected
1127551069720985600,10,Undirected
1129865443760459776,10,Undirected
1128972989343551488,13,Undirected
1129698725121519616,13,Undirected
1129538933782503424,14,Undirected
1128436721694044160,10,Undirected
1129998361740730373,10,Undirected
1129689473753632768,10,Undirected
1128065077272121345,12,Undirected
1129723563001438209,10,Undirected
1128850368102748160,12,Undirected
1129226881641984000,11,Undirected
1127401069451964416,11,Undirected
1126962639660171264,11,Undirected
1129233460088909829,10,Undirected
1128430650334121984,11,Undirected
1128963413755875328,11,Undirected
1129361297219366913,14,Undirected
1129669710084157441,10,Undirected
1129319572010487814,10,Undirected
1127389603600539648,11,Undirected
1129711548157399040,14,Undirected
1128242543626412033,10,Undirected
1128594835768655874,10,Undirected
1128291875352240129,11,Undirected
1130258080707547136,12,Undirected
1128885493133791233,11,Undirected
1129358853408141313,13,Undirected
1129543802824187904,12,Undirected
1129180605151944706,13,Undirected
1128270695811534849,10,Undirected
1128421974097588224,12,Undirected
1128111228407111680,12,Undirected
1127494106710548480,12,Undirected
1129643955446898688,11,Undirected
1130003430330605569,12,Undirected
1129722846437994496,12,Undirected
1127797782696226818,11,Undirected
1129590398903496706,11,Undirected
1127561995509624837,11,Undirected
1128563188658733057,12,Undirected
1130051705037623301,11,Undirected
1128861471096446977,11,Undirected
1128486819652198400,12,Undirected
1127322177781387264,12,Undirected
1129741890344169473,12,Undirected
1128095791153762304,11,Undirected
1129490634195255298,14,Undirected
1127360312435326976,12,Undirected
1129564481736994816,12,Undirected
1127491249538158592,10,Undirected
1129668783096774656,14,Undirected
1128987414012129280,12,Undirected
1127752754267430913,10,Undirected
1127089392168779776,14,Undirected
1128056635547639813,11,Undirected
1129310420437590016,14,Undirected
1127133132132499456,11,Undirected
1127073032042733568,12,Undirected
1127808583750414336,11,Undirected
1128832330854834176,10,Undirected
1127393378876837889,11,Undirected
1127907348008165377,12,Undirected
1128446194303115264,13,Undirected
1128961580324966400,14,Undirected
1129897186634768384,10,Undirected
1129232486133686272,13,Undirected
1127461957697597442,10,Undirected
1129738678635573250,12,Undirected
1129550842632081408,13,Undirected
1130225250187169792,10,Undirected
1128503192298369029,10,Undirected
1128052464983261184,13,Undirected
1127017185748983808,12,Undirected
1127831052238479362,11,Undirected
1129517033165471744,12,Undirected
1127911904846929920,10,Undirected
1127143255194255362,10,Undirected
1129579219703386113,11,Undirected
1128119406444273664,13,Undirected
1129225924585504768,12,Undirected
1129599568843235330,10,Undirected
1129889439210098688,12,Undirected
1129533653728423937,14,Undirected
1127709233401647104,12,Undirected
1128062645582438400,14,Undirected
1129655101897895936,12,Undirected
1127316776931315712,10,Undirected
1129339298971410432,10,Undirected
1129572629965185025,10,Undirected
1127347740323618816,12,Undirected
1129755639813672961,10,Undirected
1128819854147031040,14,Undirected
1129603486104993792,12,Undirected
1129727296808640518,10,Undirected
1129859772570714113,13,Undirected
1129634851227758592,10,Undirected
1129258639284350977,12,Undirected
1130250226344665088,12,Undirected
1129277368101613568,14,Undirected
1129143180346109952,12,Undirected
1127400750798106624,12,Undirected
1128863938651705345,12,Undirected
1129691814766604290,12,Undirected
1130270990456373248,14,Undirected
1129905561766465537,13,Undirected
1128890570305204224,10,Undirected
1128289793048080384,10,Undirected
1128920724029214721,10,Undirected
1129729050505863168,12,Undirected
1129639446041616384,10,Undirected
1128086588523630593,10,Undirected
1127899704912515073,11,Undirected
1127459151548801025,10,Undirected
1127832027485499393,12,Undirected
1129337924342886400,14,Undirected
1127388566860865536,10,Undirected
1129686406178021376,10,Undirected
1129571517019316224,12,Undirected
1129734095943208963,10,Undirected
1127495286958350336,11,Undirected
1127799675262685186,14,Undirected
1129698529272688641,11,Undirected
1128993272788004865,12,Undirected
1127401673448509440,12,Undirected
1128131710661480448,10,Undirected
1128184354704805888,11,Undirected
1129569463332773888,10,Undirected
1128111218957283328,11,Undirected
1127787658803941376,10,Undirected
1129718484219322368,10,Undirected
1129331276987551745,10,Undirected
1129307665136463872,12,Undirected
1129656989082984448,14,Undirected
1128900360632918019,14,Undirected
1129251862819905536,12,Undirected
1128798361455173632,10,Undirected
1127858130228879360,11,Undirected
1128767789957664768,12,Undirected
1128945741391515648,10,Undirected
1128869620247515136,10,Undirected
1129976957922209792,11,Undirected
1128816188857888769,11,Undirected
1129278705434415104,11,Undirected
1128595904254992385,10,Undirected
1129187278830657536,13,Undirected
1129144493553229824,11,Undirected
1128511295236579329,10,Undirected
1127569142515585024,12,Undirected
1127133652666556419,12,Undirected
1128926964251631617,12,Undirected
1127861068695527424,12,Undirected
1129466561603833857,10,Undirected
1130276450605473792,10,Undirected
1128420348171440128,10,Undirected
1129745435168595968,14,Undirected
1126990391893319680,10,Undirected
1129263270261477376,10,Undirected
1127299618922909696,12,Undirected
1129671077532069888,11,Undirected
1127407762143469568,11,Undirected
1129502348487692288,12,Undirected
1130044986026876928,10,Undirected
1129637408306130944,11,Undirected
1127324386946457600,10,Undirected
1130342439967809537,14,Undirected
1129997288108187648,14,Undirected
1129695672435798019,10,Undirected
1129675862742224896,14,Undirected
1129689823009157120,12,Undirected
1130391150454427648,12,Undirected
1129522267346460673,13,Undirected
1128084086709342208,11,Undirected
1128964175705731072,14,Undirected
1130212301494054912,11,Undirected
1127520632986451969,11,Undirected
1128191877470011392,12,Undirected
1129722794273574912,12,Undirected
1127385128538218497,12,Undirected
1128593970710188033,12,Undirected
1127415248087060480,12,Undirected
1128374922164588546,12,Undirected
1127446216793477122,12,Undirected
1128034542961319936,11,Undirected
1129555848533987328,14,Undirected
1130013498656747520,11,Undirected
1127368025236070400,12,Undirected
1129701446620868609,12,Undirected
1127112579904458752,11,Undirected
1129260586347319296,12,Undirected
1129751988395216899,13,Undirected
1129708262645833728,14,Undirected
1129766182205235201,10,Undirected
1128395254703448064,12,Undirected
1127918130649395200,13,Undirected
1127397076617142273,10,Undirected
1130246670602555392,12,Undirected
1128391449882415109,11,Undirected
1127185132417421313,11,Undirected
1128925850848509953,14,Undirected
1129290207449063424,14,Undirected
1128268602669289472,10,Undirected
1128522100145131525,10,Undirected
1128243399364972545,11,Undirected
1127384891035877376,12,Undirected
1128877759642636288,12,Undirected
1129564744359206918,12,Undirected
1127095460173209601,13,Undirected
1129170691268403200,10,Undirected
1127002044760346624,12,Undirected
1129854875687215105,13,Undirected
1127366149836922880,10,Undirected
1129534649389084672,10,Undirected
1129558927316639744,12,Undirected
1127757697846206464,13,Undirected
1129329986425376770,12,Undirected
1127387922607435776,10,Undirected
1128179446945501184,10,Undirected
1129901445191307264,10,Undirected
1129184859639803904,11,Undirected
1129143552464773121,11,Undirected
1127185288986386432,10,Undirected
1128402988391735296,11,Undirected
1129885619348430849,10,Undirected
1126992730192662528,10,Undirected
1127402622644654081,10,Undirected
1129953133419851776,10,Undirected
1128652786969669632,13,Undirected
1127869473879248896,12,Undirected
1127206492883410944,11,Undirected
1128909238166642688,10,Undirected
1128986712896561153,10,Undirected
1130322078622601216,12,Undirected
1129252334503047168,10,Undirected
1129138556985757696,12,Undirected
1129692309967200256,12,Undirected
1127810234745884672,12,Undirected
1129231502594662401,10,Undirected
1129755406073585670,11,Undirected
1127415137328029697,11,Undirected
1128794829880606722,12,Undirected
1127385474211958784,12,Undirected
1129569394382663680,13,Undirected
1128075152426541056,14,Undirected
1128050678562152448,13,Undirected
1128493906750951424,13,Undirected
1129665502131834880,13,Undirected
1130010426014674946,10,Undirected
1130046688595341313,13,Undirected
1128832933752500224,12,Undirected
1128604394704867328,10,Undirected
1129716171798863874,14,Undirected
1129613211450236928,14,Undirected
1128963556358074368,12,Undirected
1129683075120549888,10,Undirected
1129752427274620929,12,Undirected
1129492536853028864,10,Undirected
1128978121611366400,12,Undirected
1128879681091002368,12,Undirected
1127398427921227776,11,Undirected
1130281184838053888,10,Undirected
1127714773548724224,12,Undirected
1129998944996478976,14,Undirected
1128963734376931329,13,Undirected
1127350188568276992,13,Undirected
1128952308383928320,10,Undirected
1128157486995738625,12,Undirected
1126984114504994816,12,Undirected
1128249876297408514,12,Undirected
1127740242201595904,11,Undirected
1128452483552964613,10,Undirected
1128550540273541121,13,Undirected
1129202885672153088,11,Undirected
1128837264157495296,10,Undirected
1129481361952083968,14,Undirected
1129279712511946752,12,Undirected
1128980509692874752,13,Undirected
1129177348128034816,11,Undirected
1127214751585406976,13,Undirected
1129324005356216320,10,Undirected
1129362730396205056,11,Undirected
1129511095327051776,12,Undirected
1128928174891343872,12,Undirected
1129885801238503424,13,Undirected
1129568896162226176,12,Undirected
1129571204296134656,10,Undirected
1129743110269997061,12,Undirected
1128797782628851712,14,Undirected
1129716013321166848,11,Undirected
1127352886189420544,10,Undirected
1129520655303528448,11,Undirected
1129995594632638464,10,Undirected
1129757612164243463,12,Undirected
1128795479528026112,12,Undirected
1128558152494878721,12,Undirected
1128480115732520960,12,Undirected
1128194645928828929,12,Undirected
1128507308294541314,12,Undirected
1129879662501384192,14,Undirected
1129017717380399104,14,Undirected
1130141405580386304,13,Undirected
1128918002085367809,12,Undirected
1128787852135788544,12,Undirected
1129533760167219201,11,Undirected
1128843902222364672,14,Undirected
1130044997372325889,12,Undirected
1128638309301751810,10,Undirected
1128257064805945344,10,Undirected
1129679273063792640,12,Undirected
1129661344603500544,12,Undirected
1129883152502202368,10,Undirected
1129540896096116736,10,Undirected
1129865214768209921,13,Undirected
1129740846079852546,11,Undirected
1129547102898405376,12,Undirected
1129224454834278400,14,Undirected
1129720151098634242,12,Undirected
1127916744566140929,10,Undirected
1127427117807837184,10,Undirected
1128881748597661696,10,Undirected
1129576391907799040,14,Undirected
1129742425751265280,12,Undirected
1128231477303545857,11,Undirected
1127691029149143040,14,Undirected
1128067507615485952,10,Undirected
1130077196087726080,10,Undirected
1129715065324654592,11,Undirected
1128439077206814720,11,Undirected
1129632573074812928,12,Undirected
1129157832421470208,11,Undirected
1129539708248252417,12,Undirected
1130350249438879745,10,Undirected
1129704142492987393,12,Undirected
1128978626941054977,10,Undirected
1128487718269227008,10,Undirected
1128429731391475712,10,Undirected
1128281126588444673,12,Undirected
1129723575185883136,11,Undirected
1128481939889909760,13,Undirected
1127528472119660545,11,Undirected
1128148382789160961,11,Undirected
1129546714971426817,13,Undirected
1128569728274812928,10,Undirected
1129712137289445376,14,Undirected
1130413922270318592,12,Undirected
1129922995034710017,11,Undirected
1127516785488457729,10,Undirected
1129722847067119616,12,Undirected
1129157856475852800,11,Undirected
1128432461619163136,12,Undirected
1129978043190132736,14,Undirected
1130414094010290176,11,Undirected
1128753936054177792,10,Undirected
1129745796092575753,10,Undirected
1129908541509099520,12,Undirected
1129144493641351169,10,Undirected
1129695986639548416,14,Undirected
1129711246373089280,10,Undirected
1128440085278367745,10,Undirected
1129713976432943105,10,Undirected
1129684443503812608,10,Undirected
1130298566063222784,10,Undirected
1129535850855817216,14,Undirected
1129367052379086848,10,Undirected
1130250811542364160,13,Undirected
1128062834678554624,10,Undirected
1129883390784655362,12,Undirected
1127354327708815360,12,Undirected
1128854260425273344,12,Undirected
1128273930316177408,12,Undirected
1128061442182135808,12,Undirected
1127416817268297728,14,Undirected
1128863762365071360,11,Undirected
1129722582473748480,11,Undirected
1126989842506584064,10,Undirected
1130011657953054721,11,Undirected
1128510855526502400,12,Undirected
1130418264125820928,11,Undirected
1129670721402097665,13,Undirected
1129622643265626112,11,Undirected
1129195367956828160,12,Undirected
1129729409953521664,14,Undirected
1128943924947537920,10,Undirected
1129576201658327043,12,Undirected
1128884653618712576,14,Undirected
1130243981881667584,11,Undirected
1127536963249000448,11,Undirected
1130328555026386945,10,Undirected
1129928826912423936,10,Undirected
1130265354104594433,11,Undirected
1128962429143080961,12,Undirected
1127815165120901120,10,Undirected
1129507244272304128,12,Undirected
1128626476675358721,10,Undirected
1129726140636114944,11,Undirected
1127386095560183808,11,Undirected
1128912771704188928,10,Undirected
1128628449642291200,12,Undirected
1127396989585330176,12,Undirected
1128112730043342848,11,Undirected
1128845774731784192,13,Undirected
1128142137550204928,12,Undirected
1129856609264386048,10,Undirected
1127398376788508676,10,Undirected
1130244435218845696,10,Undirected
1129968252640276481,10,Undirected
1129524756451999744,11,Undirected
1129236731440427008,11,Undirected
1128659831185764354,10,Undirected
1128496592271462400,10,Undirected
1129655581210361858,14,Undirected
1129298138118803457,10,Undirected
1128887623227805696,12,Undirected
1127722778268856320,12,Undirected
1129604161182375936,10,Undirected
1130359705774071808,10,Undirected
1129139726433234944,11,Undirected
1128534708126605312,13,Undirected
1129584302130225152,12,Undirected
1127918130498457600,12,Undirected
1126957499892940800,13,Undirected
1129712622188711936,14,Undirected
1127882523831181312,12,Undirected
1129736654191833088,11,Undirected
1128231406482550785,13,Undirected
1129178086262448128,12,Undirected
1129743954533072896,11,Undirected
1127725019948146688,14,Undirected
1128898876448972800,12,Undirected
1127389106734895104,11,Undirected
1128918968003989504,11,Undirected
1130342108819148800,10,Undirected
1129993314977980417,10,Undirected
1127701006286897154,10,Undirected
1128994446668750849,12,Undirected
1127700279749562368,12,Undirected
1129710678569152512,13,Undirected
1129916683932590080,12,Undirected
1127390341546463232,12,Undirected
1127547272164560896,10,Undirected
1129253020099678208,12,Undirected
1129981663130185729,12,Undirected
1128150517996089344,14,Undirected
1128512885880082432,12,Undirected
1128501046391607296,10,Undirected
1129706742084882432,10,Undirected
1127028588627107840,12,Undirected
1129732443827843074,12,Undirected
1128990047041085440,12,Undirected
1129261096596959233,14,Undirected
1127473954501709824,14,Undirected
1130416231784124416,12,Undirected
1128488009605632000,11,Undirected
1127848710170238976,10,Undirected
1129688706976141313,12,Undirected
1129704085920264193,11,Undirected
1128945823667052546,11,Undirected
1129380259084718080,10,Undirected
1128840822294687744,11,Undirected
1129718963623981057,10,Undirected
1127906664596721667,10,Undirected
1129689714884145152,12,Undirected
1127205513555431426,11,Undirected
1129925051669549056,14,Undirected
1129674585371058176,11,Undirected
1127439651428372482,12,Undirected
1129697498522501120,13,Undirected
1129962432414097414,10,Undirected
1128976765089488896,10,Undirected
1129239425605496832,10,Undirected
1127782106254364672,11,Undirected
1129705958676897792,12,Undirected
1129265298333298688,14,Undirected
1129642135915905024,13,Undirected
1129705329480982528,11,Undirected
1128160491879030790,11,Undirected
1128876837310910465,11,Undirected
1127456735130599430,12,Undirected
1129567208982474752,14,Undirected
1128410884290691072,10,Undirected
1128525520986152960,14,Undirected
1129551962725277696,11,Undirected
1128763802751602688,11,Undirected
1129574440323256320,12,Undirected
1128934357803053057,12,Undirected
1129553734504132608,14,Undirected
1128657080913498116,13,Undirected
1130431469006966784,12,Undirected
1128530073584320513,11,Undirected
1127480073110446080,12,Undirected
1127371753531949056,10,Undirected
1128795125184778241,11,Undirected
1128550877420089344,11,Undirected
1129290585511120896,10,Undirected
1127019001417089024,10,Undirected
1128787269521936385,12,Undirected
1127215913051217920,14,Undirected
1128960156488704001,10,Undirected
1129682623746281473,10,Undirected
1129723965398609921,12,Undirected
1127847197616173056,12,Undirected
1129544231771488256,10,Undirected
1128562723673919488,12,Undirected
1129693509240229888,10,Undirected
1127384195024674816,12,Undirected
1129685678365609986,12,Undirected
1129225526797668352,12,Undirected
1129612137800712192,11,Undirected
1128771821854052352,12,Undirected
1127399821042577411,12,Undirected
1129684925437755392,11,Undirected
1130405527790292992,10,Undirected
1129615284497608704,10,Undirected
1128468582747103232,11,Undirected
1130006682719969282,11,Undirected
1129593043324030976,10,Undirected
1129729936216993798,10,Undirected
1128468190504181760,12,Undirected
1129553221628846080,13,Undirected
1129551389577818113,12,Undirected
1127770971593629696,11,Undirected
1127452555129188352,14,Undirected
1129726187532627969,10,Undirected
1129712388876324865,11,Undirected
1129723702071963648,10,Undirected
1127433113586388993,10,Undirected
1129726276854591489,14,Undirected
1128496655676784640,11,Undirected
1128789673931812866,10,Undirected
1129704020824604672,10,Undirected
1129700238405455877,10,Undirected
1128856275280777216,12,Undirected
1129569463517425664,13,Undirected
1129894609339932672,13,Undirected
1129712653243314176,12,Undirected
1129731895363809284,14,Undirected
1127078603710066688,10,Undirected
1128095952374358016,10,Undirected
1127404126772424705,12,Undirected
1127408051357544448,11,Undirected
1129708640804397057,10,Undirected
1127423264026836994,10,Undirected
1129366789081640961,11,Undirected
1128867778813935616,10,Undirected
1127100376958636032,11,Undirected
1130284202048466944,10,Undirected
1127358600337170432,11,Undirected
1129750196341100544,11,Undirected
1129706582453784577,11,Undirected
1129532487992877056,12,Undirected
1127338432185884672,11,Undirected
1128097992253165568,10,Undirected
1129181419689979906,10,Undirected
1129416343982354432,12,Undirected
1129982015774715904,10,Undirected
1128607489686003712,10,Undirected
1127565144609845250,10,Undirected
1129943586663878656,10,Undirected
1128052282757566465,10,Undirected
1128797875004104706,11,Undirected
1129280464290762752,12,Undirected
1128796513809752064,12,Undirected
1127473621264265216,10,Undirected
1129141146196664320,10,Undirected
1129896679489048577,10,Undirected
1129713789383823360,10,Undirected
1128462509843705857,12,Undirected
1129541901475033088,12,Undirected
1129761766441934849,11,Undirected
1129920246096306176,10,Undirected
1129650815298203648,12,Undirected
1129600242221867009,10,Undirected
1129264856794689536,13,Undirected
1129672904931627008,11,Undirected
1129669432639234049,10,Undirected
1129669338120695808,12,Undirected
1127535426145624065,13,Undirected
1130076420712148992,10,Undirected
1127600648092958721,10,Undirected
1127391119258468352,12,Undirected
1129677986481954817,12,Undirected
1129528012930576385,12,Undirected
1128103236370481152,12,Undirected
1129681088572416000,14,Undirected
1129728371955576833,12,Undirected
1127834002402959360,11,Undirected
1129684605328535553,10,Undirected
1127469881568292865,12,Undirected
1128882734854574080,13,Undirected
1129951970230276097,10,Undirected
1129697452963926021,10,Undirected
1129506513955897344,12,Undirected
1129607316918087680,12,Undirected
1127363704599629824,11,Undirected
1127817522403655680,10,Undirected
1127115422749167616,11,Undirected
1127707008323375105,13,Undirected
1129534263357915136,13,Undirected
1128802139503976448,12,Undirected
1128143562455957504,12,Undirected
1129676437512892417,14,Undirected
1129518473061625856,12,Undirected
1129693793114976256,11,Undirected
1129727848367951879,14,Undirected
1127495196990554113,10,Undirected
1128231606169128962,10,Undirected
1128453968835670016,12,Undirected
1129765957654728706,11,Undirected
1129191331446706176,12,Undirected
1128980841416151040,13,Undirected
1129706044647591937,10,Undirected
1129711470873260033,13,Undirected
1128860697138327553,11,Undirected
1129271122090790912,11,Undirected
1128934138424176640,12,Undirected
1127760245680271360,10,Undirected
1127328568709541888,11,Undirected
1128074978862088192,10,Undirected
1128964698160812033,11,Undirected
1129721359871819777,10,Undirected
