Source,Target,Type,Weight
1127377941363449856,1,Undirected,1.3753576842545556
1129717593739108352,4,Undirected,3.4955085289865173
1129692529543110658,1,Undirected,0.5308334835959726
1129875640079929344,1,Undirected,1.3753576842545556
1129568124959780865,4,Undirected,3.4955085289865173
1130032922168352769,1,Undirected,1.3753576842545556
1129682896246124546,5,Undirected,0.4473070789592097
1129692335447597056,4,Undirected,3.4955085289865173
1130387096714207232,1,Undirected,1.3753576842545556
1129599891632582657,1,Undirected,0.22117497674293543
1129493545302126592,1,Undirected,0.537308502225802
1129666441588891648,3,Undirected,45.99107714999515
1127716348736331776,3,Undirected,45.99107714999515
1129752162823823361,2,Undirected,1.862887750001511
1129519223217065984,2,Undirected,1.862887750001511
1130268960379695104,1,Undirected,1.3753576842545556
1129711415781019648,1,Undirected,0.22117497674293543
1128762106835116032,3,Undirected,45.99107714999515
1129529788580782081,4,Undirected,0.25370148454165964
1129722300641603585,1,Undirected,1.3753576842545556
1129748433428996102,5,Undirected,11.581855967426534
1128873370714435585,1,Undirected,0.5308589228715868
1129525756130779136,3,Undirected,45.99107714999515
1129695573366284288,4,Undirected,3.4955085289865173
1129707404059238400,3,Undirected,45.99107714999515
1127440597642399745,5,Undirected,11.581855967426534
1129773901708505093,1,Undirected,1.3753576842545556
1128416835467001856,4,Undirected,3.4955085289865173
1128975983766196225,1,Undirected,1.3753576842545556
1129768690214477824,1,Undirected,1.3753576842545556
1129640097219932161,3,Undirected,45.99107714999515
1130325298241609728,2,Undirected,1.862887750001511
1130258522183163904,4,Undirected,3.4955085289865173
1129804233513918470,4,Undirected,3.4955085289865173
1130097604233007105,4,Undirected,3.4955085289865173
1129305853503320064,4,Undirected,3.4955085289865173
1127907159545507840,1,Undirected,1.3753576842545556
1127788554728329216,6,Undirected,0.5100937181104803
1130313982500192256,4,Undirected,0.7171301248997228
1129702707650895873,4,Undirected,3.4955085289865173
1129568202764238848,3,Undirected,45.99107714999515
1127011830793027584,4,Undirected,0.7492099584493505
1129724083619414024,4,Undirected,3.4955085289865173
1127452390364307456,3,Undirected,45.99107714999515
1129718677153017856,5,Undirected,1.4890499115621196
1127212104950222848,4,Undirected,1.3781258386105364
1129727551000260608,4,Undirected,1.4887611361217659
1129738941354184705,1,Undirected,0.9860407404485438
1128864125830828032,3,Undirected,45.99107714999515
1130278132789866496,6,Undirected,0.8006886388009427
1129538703099961344,4,Undirected,3.4955085289865173
1127387822313299968,4,Undirected,3.4955085289865173
1128908419434405888,1,Undirected,1.3753576842545556
1127332669900017666,5,Undirected,1.1085167280736923
1128872474521640960,4,Undirected,3.4955085289865173
1129609969857228800,3,Undirected,45.99107714999515
1128553942881718272,6,Undirected,0.3163018974180004
1127382736841265153,4,Undirected,3.4955085289865173
1129601262285131776,5,Undirected,3.817232441820123
1129698061280669696,4,Undirected,3.4955085289865173
1127443129198469120,6,Undirected,0.3790225736020182
1128971064921296898,1,Undirected,1.3753576842545556
1129871560129548294,1,Undirected,1.3753576842545556
