Source,Target,Type,Weight
1129728192258936833,1,Undirected,1.5123761992131322
1127473783881621506,1,Undirected,1.5123761992131322
1127348497387102208,2,Undirected,9.817847472327246
1129600497910857728,5,Undirected,0.16131154438104153
1128399105758117888,7,Undirected,9.52563975709867
1129149263722582016,5,Undirected,1.2562725236660588
1129171672110706688,7,Undirected,17.051125880617665
1129924978315411457,2,Undirected,9.817847472327246
1130250871164424192,2,Undirected,9.817847472327246
1127042306375180289,2,Undirected,9.817847472327246
1129731372455813123,7,Undirected,17.051125880617665
1129734284749754368,7,Undirected,17.051125880617665
1129332002887327747,2,Undirected,9.817847472327246
1129695539883270144,4,Undirected,6.487601711352944
1127915146645344256,5,Undirected,1.2562725236660588
1127504934251798528,7,Undirected,17.051125880617665
1128260791004614657,7,Undirected,17.051125880617665
1129718017447751680,5,Undirected,0.16131154438104153
1127388655704657921,5,Undirected,1.2562725236660588
1129566551277883393,1,Undirected,1.5123761992131322
1128819450914885633,5,Undirected,1.2562725236660588
1128253623148769281,4,Undirected,0.5464108058585004
1127394538102841344,4,Undirected,0.16322332804046646
1129742773698084864,1,Undirected,1.5123761992131322
1129895387110633473,5,Undirected,1.2562725236660588
1127461957697597442,2,Undirected,9.817847472327246
1128205926773723136,2,Undirected,9.817847472327246
1128868914375479296,1,Undirected,1.5123761992131322
1128813105310343168,5,Undirected,1.2562725236660588
1128586949743132672,5,Undirected,1.2562725236660588
1128847137922375680,7,Undirected,17.051125880617665
1129589907146457088,7,Undirected,17.051125880617665
1127032243140960258,7,Undirected,17.051125880617665
1129734460583415809,2,Undirected,9.817847472327246
1129882967227035648,1,Undirected,1.5123761992131322
1128843902222364672,5,Undirected,1.19171175843126
1129364098934640641,5,Undirected,1.2562725236660588
1127391094998568960,4,Undirected,0.16322332804046646
1129570462063661056,5,Undirected,0.6468180006029106
1127833174250156033,1,Undirected,1.5123761992131322
1129176713127006210,3,Undirected,1.81212581307071
1129689544452763650,2,Undirected,9.817847472327246
1127372710449782785,5,Undirected,1.2755120009297005
1129571152026832903,6,Undirected,0.4065788109061124
1129556620181065729,1,Undirected,0.3684612198252223
1128884756597227520,2,Undirected,9.817847472327246
1128092883616010240,5,Undirected,1.2562725236660588
1129930650440437761,2,Undirected,9.817847472327246
1127896780614488064,1,Undirected,1.5123761992131322
1129703508884709383,7,Undirected,17.051125880617665
1129713195042533376,1,Undirected,1.5123761992131322
1129181640402513920,7,Undirected,17.051125880617665
1129752081701773313,2,Undirected,9.817847472327246
1127359458483396608,2,Undirected,9.817847472327246
1130017508780462081,5,Undirected,1.2660154819597127
1129664386878955521,5,Undirected,1.2562725236660588
1129253448577212417,2,Undirected,9.817847472327246
1127522309491908608,4,Undirected,6.379263372043646
1127001498041442309,3,Undirected,1.81212581307071
1129557000067543046,7,Undirected,17.051125880617665
1129715055992246273,5,Undirected,1.2562725236660588
1130037745668243456,5,Undirected,1.2562725236660588
1128815872653455360,5,Undirected,1.2562725236660588
1130049407829782535,2,Undirected,9.817847472327246
1126985758236000256,4,Undirected,6.379263372043646
1128784509640437760,5,Undirected,1.2562725236660588
1129515215056326659,1,Undirected,1.5123761992131322
1129685454633050113,5,Undirected,1.2562725236660588
1128227556446969858,2,Undirected,9.817847472327246
1129866028513542144,6,Undirected,0.1212840038581709
1128114688049369089,4,Undirected,6.379263372043646
1129686812765540352,5,Undirected,1.2562725236660588
1129003272180850689,2,Undirected,9.817847472327246
1130239886831652864,1,Undirected,1.2804944741713562
1129537230630866945,7,Undirected,17.051125880617665
1127338151284965378,5,Undirected,1.2562725236660588
1130079369039208453,2,Undirected,9.817847472327246
1129692851665743872,7,Undirected,17.051125880617665
1127347098880372736,5,Undirected,1.2562725236660588
1129771972735447041,2,Undirected,9.817847472327246
1129711967055142913,7,Undirected,17.051125880617665
1128976126854852608,7,Undirected,17.051125880617665
1129617386028404736,2,Undirected,9.817847472327246
1129898419894464512,7,Undirected,6.8814226179845335
1126991671810351105,2,Undirected,9.817847472327246
1129320200325586944,7,Undirected,17.051125880617665
1129574380546117633,7,Undirected,17.051125880617665
1127389652909006848,1,Undirected,1.4715090829322213
1127398354504175616,3,Undirected,1.81212581307071
1129553771913043969,5,Undirected,1.2562725236660588
1129757178573787139,5,Undirected,1.2562725236660588
1129670273764958208,5,Undirected,0.15946907056083243
1128985301769117697,2,Undirected,9.817847472327246
1127121022270861312,3,Undirected,1.9121561808290062
1129143396419768320,7,Undirected,0.9516120761901292
1127037392567693312,5,Undirected,1.2562725236660588
1130231140508348416,5,Undirected,1.2562725236660588
1128549070480596992,2,Undirected,9.817847472327246
1129366938038067200,5,Undirected,1.2562725236660588
1128077840623099904,4,Undirected,0.7130523647731788
1130414734761574402,5,Undirected,1.2562725236660588
1129526958272868352,7,Undirected,0.9516120761901292
1129561302400036866,7,Undirected,17.051125880617665
1128095958418345984,4,Undirected,6.379263372043646
1127851482840162304,2,Undirected,9.817847472327246
1127393820440576001,7,Undirected,21.33333368654605
1129684945897644033,5,Undirected,1.2562725236660588
1129761301700517894,2,Undirected,9.817847472327246
1128780848625381376,5,Undirected,1.2562725236660588
1129677653152108544,1,Undirected,1.5123761992131322
1129750298531127299,5,Undirected,1.2562725236660588
1129905340928016385,7,Undirected,2.1232208860083084
1127901707785007104,7,Undirected,17.051125880617665
1128554412081680384,7,Undirected,17.051125880617665
1128778967572291585,7,Undirected,0.8173616573245847
1128040630326743040,7,Undirected,17.051125880617665
1129650635517747200,1,Undirected,1.5123761992131322
1128764709505626113,7,Undirected,17.051125880617665
1129566740562599941,5,Undirected,0.15946907056083243
1130302501675077633,7,Undirected,19.213145769869097
1128231508332859393,5,Undirected,1.2562725236660588
1128574280957136896,5,Undirected,0.23532364614777643
1129347962004430849,5,Undirected,1.2562725236660588
1128259587474317312,4,Undirected,6.379263372043646
1128223877006422016,2,Undirected,9.817847472327246
1127371406235164672,4,Undirected,6.487601711352944
1129728125217247233,7,Undirected,17.051125880617665
1129201867609608202,4,Undirected,0.7241230800420861
1127350182163566597,1,Undirected,1.5123761992131322
1129283998935441408,7,Undirected,17.051125880617665
1129859097392631808,6,Undirected,0.1212840038581709
1127341924346548224,7,Undirected,17.051125880617665
1129136060829540352,4,Undirected,1.2899787669506395
1129657786990641152,7,Undirected,17.051125880617665
1128770478674333697,2,Undirected,9.817847472327246
1129225664609935360,7,Undirected,0.9766480573563432
1129918480000569345,2,Undirected,9.817847472327246
1127106763226894336,3,Undirected,1.81212581307071
1127119074201223168,5,Undirected,1.2562725236660588
1129240287744708609,1,Undirected,1.5123761992131322
1129727765316591622,2,Undirected,9.817847472327246
1129368942428876801,5,Undirected,0.8833684207049677
1129705385269420032,7,Undirected,1.4402499468992704
1129587342866391040,7,Undirected,17.051125880617665
1129323980106584064,7,Undirected,17.051125880617665
1129751988395216899,2,Undirected,9.817847472327246
1127432750699384834,7,Undirected,17.051125880617665
1128049450604097537,5,Undirected,1.2562725236660588
1129332166712647681,4,Undirected,6.210216674078706
